"ID","Type","Tool","Summary","AllLabels","Opened","OpenedTimestamp"
"774","Website","","Update /get/ and /trunk/ on maatkit.org","Type-Website, Effort-Moderate, Benefit-Helpful","Dec 25, 2009 11:07:48","1261739268"
"773","Enhancement","mk_query_digest","mk-query-digest --processlist is hacked into the pipeline","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_query_digest, Tag-processlist, Tag-refactoring, Tag-querysource","Dec 23, 2009 17:14:21","1261588461"
"772","Enhancement","mk_query_digest","Add redis protocol support to mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-protocol, Tag-redis","Dec 22, 2009 20:29:24","1261513764"
"769","Enhancement","mk_query_digest","Make mk-query-digest histogram width configurable","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-reporting, Tag-histogram, Tag-graphing","Dec 19, 2009 19:34:41","1261251281"
"768","Enhancement","mk_query_digest","Make mk-query-digest analyze the ""shape"" of histograms","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-distribution, Tag-histogram, Tag-graphing","Dec 19, 2009 19:33:08","1261251188"
"767","Enhancement","mk_query_digest","Make mk-query-digest show a trend of query arrival and reply timestamps","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_query_digest, Tag-distribution, Tag-arrivalrate, Tag-queueingtheory","Dec 19, 2009 19:20:12","1261250412"
"766","Enhancement","mk_query_digest","Make mk-query-digest show embedded literals in prepared statements","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-sqlparsing, Tag-protocol","Dec 19, 2009 19:10:19","1261249819"
"762","Enhancement","mk_query_digest","Make mk-query-digest percentile configurable","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-percentile, Tag-distribution","Dec 18, 2009 14:06:32","1261145192"
"756","Enhancement","mk_query_digest","Make mk-query-digest print the current date in global header","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, QuickWin","Dec 12, 2009 03:16:44","1260587804"
"753","Task","new","Make a tool that can generate query plans","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, WishList, Tag-sqlparsing, Tag-queryplan","Dec 11, 2009 16:28:47","1260548927"
"752","Enhancement","mk_query_digest","mk-query-digest's ts event attributes aren't defined consistently","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, Tag-arrivaltime, Tag-refactoring, Tag-queueingtheory","Dec 10, 2009 23:27:58","1260487678"
"751","Enhancement","mk_query_digest","Add support for the MongoDB protocol to mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, WishList, Tag-mongodb, Tag-protocol","Dec 10, 2009 17:34:53","1260466493"
"749","Defect","mk_table_checksum","mk-table-checksum --recheck checks all chunks","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-filtering","Dec 09, 2009 22:15:39","1260396939"
"748","Defect","mk_table_sync","Make mk-table-sync retry MASTER_POS_WAIT","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-masterposwait, Tag-errorhandling, Tag-resume","Dec 09, 2009 22:14:21","1260396861"
"745","Enhancement","mk_parallel_dump","mk-parallel-dump performance issues","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_parallel_dump, Tag-schema, Tag-instrumentation, Tag-performance","Dec 09, 2009 12:06:55","1260360415"
"743","Enhancement","mk_query_digest","Make mk-query-digest fingerprint and aggregate by sessions","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-aggregation","Dec 09, 2009 01:09:24","1260320964"
"741","Docs","mk_query_profiler","mk-query-profiler docs are incomplete","Type-Docs, Effort-Easy, Benefit-Minimal, Tool-mk_query_profiler","Dec 08, 2009 01:34:32","1260236072"
"739","Enhancement","mk_review_helper","Make mk-review-helper format query reports just like mk-query-digest","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_review_helper","Dec 07, 2009 17:00:32","1260205232"
"738","Enhancement","mk_query_digest","mk-query-digest --review-history entries have nothing to identify them as part of one review","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-queryreview","Dec 07, 2009 16:55:49","1260204949"
"737","Defect","mk_parallel_restore","mk-parallel-restore tries to restore files by reading into memory and executing","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Tool-mk_parallel_restore, Tag-DBI, Tag-shell","Dec 06, 2009 05:22:02","1260076922"
"736","Testing","mk_query_digest","mk-query-digest doesn't handle badly distilled queries","Type-Testing, Effort-Easy, Benefit-Minimal, Tool-mk_query_digest, QuickWin, Module-QueryRewriter.pm","Dec 06, 2009 04:55:03","1260075303"
"731","Defect","mk_archiver","mk-archiver deletes less rows than its inserting causing duplicate rows in the archive table","Type-Defect, Severity-Critical, Effort-Moderate, Benefit-Helpful, Tool-mk_archiver","Dec 04, 2009 01:21:03","1259889663"
"725","Enhancement","mk_query_digest","Add review instance to mk-query-digest --review","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-queryreview","Nov 28, 2009 09:44:57","1259401497"
"724","Enhancement","mk_query_digest","Make mk-query-digest able to filter events post-report","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-pipeline, Tag-refactoring, Tag-filtering","Nov 28, 2009 08:58:45","1259398725"
"723","Enhancement","mk_variable_advisor","Make mk-variable-advisor report on deprecated parameters","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_variable_advisor, Tag-sysvar","Nov 28, 2009 08:42:45","1259397765"
"720","Defect","mk_table_checksum","Cannot change binlog_format while using READ COMMITTED","Type-Defect, Severity-Serious, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-binlog, QuickWin, Tag-rbr","Nov 24, 2009 13:29:30","1259069370"
"717","Enhancement","mk_query_digest","Make mk-query-digest compute distribution of arrival times","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_query_digest, Tag-queueingtheory, Tag-arrivaltime, Tag-distribution","Nov 22, 2009 17:21:40","1258910500"
"716","Enhancement","mk_review_helper","Make mk-review-helper graph queries over time","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_review_helper","Nov 22, 2009 03:46:27","1258861587"
"715","Enhancement","mk_kill","Inspect a tool similar to mk-kill and see if it has anything we should implement","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_kill","Nov 22, 2009 03:33:27","1258860807"
"714","Enhancement","mk_upgrade","Diff EXPLAIN","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_upgrade, Tag-explain","Nov 22, 2009 03:28:00","1258860480"
"713","Enhancement","mk_query_digest","Make mk-query-digest able to store events into a database","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, QuickWin","Nov 22, 2009 03:22:56","1258860176"
"710","Enhancement","mk_query_digest","Make mk-query-digest handle several kinds of tcpdump at once","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-protocol, Tag-pipeline","Nov 21, 2009 18:45:12","1258829112"
"709","Website","","Docs are no longer pretty","Type-Website, Effort-Moderate, Benefit-Helpful","Nov 21, 2009 18:40:02","1258828802"
"707","Enhancement","mk_query_digest","Parse logical packets from physical packets","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, SolutionProposed, Tag-protocol","Nov 20, 2009 21:32:18","1258752738"
"706","Enhancement","mk_query_digest","Add pos_in_log to resource profile in mk-query-digest output","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, Tag-pos_in_log, Tag-reporting","Nov 20, 2009 20:36:44","1258749404"
"704","Enhancement","mk_query_advisor","Make mk-query-advisor query mk-query-digest's --review table","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_advisor, Tag-queryreview","Nov 20, 2009 12:26:49","1258720009"
"701","Task","new","Make a tool that can replicate from multiple masters to one slave.","Type-Task, Effort-Extensive, Benefit-LifeChanging, Tool-new, Tag-replication, WishList","Nov 15, 2009 18:09:08","1258308548"
"700","Enhancement","mk_query_digest","Make mk-query-digest truncate attrib names better","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_query_digest, QuickWin, Tag-reporting","Nov 15, 2009 06:21:27","1258266087"
"699","Enhancement","mk_query_digest","mk-query-digest report table is hard to read","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, QuickWin, Tag-reporting","Nov 15, 2009 06:15:06","1258265706"
"698","Enhancement","mk_query_digest","Make mk-query-digest print cleaner output in --review mode","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-queryreview, Tag-reporting","Nov 15, 2009 00:04:47","1258243487"
"697","Enhancement","mk_query_digest","Compute Transmit_time whenever possible","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-protocol","Nov 14, 2009 15:39:55","1258213195"
"696","Enhancement","mk_query_digest","Neaten mk-query-digest report formatting ","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, QuickWin, Tag-reporting","Nov 14, 2009 15:38:27","1258213107"
"694","Enhancement","mk_query_digest","Make mk-query-digest support the postgresql TCP protocol","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-postgresql, Tag-protocol","Nov 14, 2009 05:47:33","1258177653"
"690","Enhancement","mk_query_digest","Add Sphinx protocol parser for mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-plugin, Tag-protocol, Tag-sphinx","Nov 13, 2009 16:46:26","1258130786"
"688","Enhancement","all","Add mysql_connect_timeout to DSNs","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-all, PatchContributed, Module-DSNParser.pm, Tag-DSN","Nov 10, 2009 14:10:38","1257862238"
"685","Enhancement","mk_variable_advisor","Make mk-variable-advisor","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_variable_advisor","Nov 10, 2009 02:20:12","1257819612"
"674","Enhancement","mk_table_sync","mk-table-sync should find common checksum algo","Type-Enhancement, Effort-Easy, Benefit-LifeChanging, Tool-mk_table_sync, Tag-errorhandling, PatchContributed","Nov 02, 2009 17:44:05","1257183845"
"672","Enhancement","mk_table_sync","mk-table-sync should COALESCE to avoid undef","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-null","Nov 02, 2009 15:16:15","1257174975"
"671","Enhancement","mk_query_digest","Make mk-query-digest capture bytes and rows returned from queries","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-protocol","Nov 01, 2009 20:56:32","1257108992"
"670","Enhancement","mk_query_digest","Make mk-query-digest capture the error message from tcpdump","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, QuickWin, Tag-protocol","Nov 01, 2009 20:54:44","1257108884"
"667","Enhancement","mk_query_digest","Can mk-query-digest detect JOINs without an index from tcpdump?","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-sqlparsing, Tag-protocol","Oct 30, 2009 17:56:12","1256925372"
"666","Testing","","Test maatkit on other OSes","Type-Testing, Effort-Moderate, Benefit-LifeChanging","Oct 30, 2009 03:00:50","1256871650"
"660","Enhancement","mk_query_advisor","Look for SQL injection patterns in mk-query-advisor","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_advisor, Tag-sqlinjection","Oct 28, 2009 12:30:20","1256733020"
"659","Enhancement","mk_parallel_dump","mk-parallel-dump --progress is inaccurate when a chunked dump is resumed","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_parallel_dump, Tag-resuming, Tag-progress, Tag-chunking","Oct 28, 2009 01:33:47","1256693627"
"657","Enhancement","mk_loadavg","Add trevorprice metric back to mk-loadavg","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_loadavg","Oct 27, 2009 14:21:33","1256653293"
"654","Enhancement","mk_table_sync","Make it possible to use different passwords for master and slave","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_table_sync, Tag-serverdiscovery, SolutionProposed, Tag-DSN","Oct 21, 2009 13:39:00","1256132340"
"653","Enhancement","mk_table_sync","Make mk-table-sync do lockless master-to-slave syncing","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_table_sync, Tag-locktables, Tag-binlog, Tag-MVCC","Oct 20, 2009 23:08:50","1256080130"
"652","Defect","mk_table_sync","mk-table-sync --transaction should set transaction isolation level","Type-Defect, Severity-Minor, Effort-Easy, Benefit-Helpful, Tool-mk_table_sync, Tag-MVCC, Tag-sanitycheck","Oct 20, 2009 21:44:05","1256075045"
"647","Enhancement","new","Make a tool that can make minimal ALTER statements","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-new, Tag-schema, WishList, Percona-7332","Oct 14, 2009 04:11:47","1255493507"
"646","Enhancement","mk_schema_advisor","Make a tool to estimate index sizes","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor, WishList","Oct 14, 2009 02:53:21","1255488801"
"645","Task","new","Make a tool to recursively discover foreign key relationships","Type-Task, Effort-Moderate, Benefit-Helpful, Tool-new, Tag-schema, WishList, Percona-7332","Oct 14, 2009 02:49:32","1255488572"
"633","Enhancement","mk_query_digest","Make mk-query-digest able to parse snoop output","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-snoop, Tag-tcpdump, QuickWin, Tag-protocol","Oct 05, 2009 19:55:09","1254772509"
"632","Enhancement","mk_query_digest","Make mk-query-digest analyze index usage","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-schema, Tag-indexing, Tag-explain","Oct 05, 2009 19:47:43","1254772063"
"629","Enhancement","mk_query_digest","Gearmand support in mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-gearman, Tag-protocol","Oct 02, 2009 03:03:57","1254452637"
"626","Website","","Post Maatkit release notes on maatkit.org","Type-Website, Effort-Easy, Benefit-Helpful","Oct 01, 2009 16:56:37","1254416197"
"615","Enhancement","mk_variable_advisor","Make mk-variable-advisor report differences between servers","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_variable_advisor","Sep 24, 2009 02:28:47","1253759327"
"610","Enhancement","mk_heartbeat","mk-heartbeat feature request: --no-newline option while using --file","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_heartbeat, QuickWin","Sep 15, 2009 19:50:16","1253044216"
"608","Defect","mk_duplicate_key_checker","mk-duplicate-key-checker over-recommends dropping keys: problem with prefix-of-clustered-index recommendation","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Tool-mk_duplicate_key_checker, Tag-schema","Sep 13, 2009 07:57:16","1252828636"
"603","Enhancement","mk_schema_advisor","Make mk-schema-advisor check that all tables in a merge have the same structure","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor, Tag-schema, Tag-merge","Sep 03, 2009 18:08:34","1252001314"
"602","Defect","mk_table_checksum","mk-table-checksum issue with invalid dates","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-chunking, Tag-badvalues","Sep 01, 2009 22:45:15","1251845115"
"600","Enhancement","mk_slave_prefetch","mk-slave-prefetch doesn't parse INSERT INTO Table SET c1 = v1, c2 = v2 ...","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_slave_prefetch, Module-QueryRewriter.pm, Tag-queryrewriting, QuickWin","Sep 01, 2009 00:45:02","1251765902"
"599","Enhancement","mk_slave_prefetch","mk-slave-prefetch doesn't parse INSERT IGNORE","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_slave_prefetch, Module-QueryRewriter.pm, Tag-queryrewriting, QuickWin","Sep 01, 2009 00:37:44","1251765464"
"595","Enhancement","mk_visual_explain","Handle ""Using index condition""","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_visual_explain, Tag-explain","Aug 28, 2009 21:04:57","1251493497"
"594","Enhancement","mk_table_sync","mk-table-sync needs a better way to check for triggers","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_sync, Module-TableParser.pm, Module-MySQLDump.pm, Tag-triggers","Aug 28, 2009 21:02:14","1251493334"
"592","Enhancement","mk_table_sync","Make mk-table-sync use prepared statements","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_table_sync, Tag-DBI, Tag-profiling, Tag-quoting, Tag-performance","Aug 28, 2009 20:37:01","1251491821"
"591","Enhancement","all","Abstract SQL making into a module","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-all","Aug 28, 2009 20:34:11","1251491651"
"590","Enhancement","mk_table_checksum","mk-table-checksum: check that dbh is master of supposed slave","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-sanitycheck","Aug 28, 2009 20:33:03","1251491583"
"589","Enhancement","mk_table_checksum","mk-table-checksum should eval certain operations","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_table_checksum, Tag-sanitycheck, CodeCleanup","Aug 28, 2009 20:31:27","1251491487"
"588","Enhancement","mk_table_checksum","mk-table-checksum: allow user-specified functions to use --optimize-xor","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-checksum, Tag-performance","Aug 28, 2009 20:26:28","1251491188"
"587","Enhancement","mk_table_checksum","mk-table-checksum should not prefetch tables","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_checksum, Module-SchemaIterator.pm","Aug 28, 2009 20:14:57","1251490497"
"585","Enhancement","mk_slave_restart","mk-slave-restart: let user specify more patterns and actions","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_slave_restart, Tag-plugin","Aug 28, 2009 20:09:08","1251490148"
"583","Enhancement","mk_slave_move","New mk-slave-move options like --promote and --resume","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_slave_move","Aug 28, 2009 20:00:48","1251489648"
"582","Enhancement","mk_slave_find","Make mk-slave-delay print slave status and execute SQL","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_slave_find","Aug 28, 2009 19:56:04","1251489364"
"581","Enhancement","mk_show_grants","Build a module that prints grants by inspecting the grant tables","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_show_grants","Aug 28, 2009 19:52:59","1251489179"
"580","Enhancement","mk_show_grants","mk-show-grants: search for obsolete grant statements","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_show_grants","Aug 28, 2009 19:51:52","1251489112"
"579","Enhancement","mk_query_profiler","mk-query-profiler doesn't handle MAX_ULONG correctly on 64-bit servers","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_profiler","Aug 28, 2009 19:49:41","1251488981"
"578","Enhancement","mk_query_profiler","mk-query-profiler should determine which vars are session-specific by looking for @@","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_profiler","Aug 28, 2009 19:48:13","1251488893"
"577","Enhancement","mk_query_digest","mk-query-digest should only --execute cmd=Query events","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, QuickWin","Aug 28, 2009 19:41:12","1251488472"
"576","Enhancement","all","Add info to TableParser to get original letter-case of column names","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-all, Module-TableParser.pm","Aug 28, 2009 19:40:04","1251488404"
"568","Enhancement","mk_table_checksum","mk-table-checksum doesn't use chunk-size with a varchar primary key","Type-Enhancement, Effort-Extensive, Benefit-LifeChanging, Tool-mk_table_checksum, SolutionProposed, Tag-chunking","Aug 19, 2009 17:19:16","1250702356"
"557","Enhancement","mk_slave_move","mk-slave-move should check for open temp tables before moving slaves","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:15:35","1250100935"
"556","Enhancement","mk_slave_move","mk-slave-move needs an option to kill connections that have open transactions.","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:15:18","1250100918"
"555","Enhancement","mk_slave_move","mk-slave-move needs an option to kill all other connections","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:15:00","1250100900"
"554","Enhancement","mk_slave_move","mk-slave-move needs an option to set servers read_only","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:14:40","1250100880"
"553","Enhancement","mk_slave_move","mk-slave-move: new opt to find newest slave of a given set of siblings or a given master","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:14:13","1250100853"
"552","Enhancement","mk_slave_move","mk-slave-move needs an option to specify the grandparent, in case the master is dead","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:13:20","1250100800"
"547","Enhancement","mk_query_advisor","Detect queries that have duplicated columns","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_advisor, Tag-sqlparsing","Aug 07, 2009 09:41:38","1249638098"
"543","Enhancement","mk_query_digest","Sort by expressions like Rows_sent/Rows_examined in mk-query-digest","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, Tag-POD, QuickWin","Aug 04, 2009 14:14:40","1249395280"
"541","Enhancement","mk_query_digest","Sort by ninetyfive, stddev and med in mk-query-digest","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-reporting, CodeCleanup, Tag-refactoring, Tag-pipeline","Aug 04, 2009 14:13:17","1249395197"
"535","Enhancement","mk_query_digest","Make mk-query-digest parse the postgresql log format","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_query_digest, Tag-logparser, Tag-postgres","Jul 24, 2009 21:17:19","1248470239"
"532","Defect","mk_table_checksum","mk-table-checksum problem when DSN refers to SSH tunnel from localhost","Type-Defect, Severity-Serious, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-ssh, Tag-dbdmysql","Jul 20, 2009 13:34:57","1248096897"
"529","Enhancement","mk_query_digest","Calculate ""real"" concurrency with mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-timeseries, Tag-concurrency","Jul 13, 2009 15:48:32","1247500112"
"522","Enhancement","mk_slave_prefetch","mk-slave-prefetch: need to change --statistics to print only N top queries","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_prefetch, Tag-instrumentation","Jul 08, 2009 20:17:02","1247084222"
"521","Enhancement","mk_slave_prefetch","Make mk-slave-prefetch optionally read the binlog from the server's master","Type-Enhancement, Effort-Moderate, Tool-mk_slave_prefetch, Tag-binlog, Benefit-Helpful","Jul 08, 2009 20:14:54","1247084094"
"520","Enhancement","mk_slave_prefetch","Make mk-slave-prefetch filter/throw away non-replicated DBs/tables","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_prefetch, Tag-filtering","Jul 08, 2009 20:13:52","1247084032"
"519","Enhancement","mk_table_checksum","mk-table-checksum Needs A chunkcol Option","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-options, Tag-chunking","Jul 08, 2009 15:16:43","1247066203"
"513","Enhancement","mk_table_scan","mk-table-scan: don't scan table when table is clustered index","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_scan","Jul 06, 2009 17:50:32","1246902632"
"511","Enhancement","mk_query_digest","Make mk-query-digest report number of query variations","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-aggregation","Jul 04, 2009 20:08:14","1246738094"
"500","Enhancement","all","Modularize common subroutines like mysql_error_msg","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-all","Jul 02, 2009 14:56:57","1246546617"
"492","Enhancement","all","Get list of DSNs from table","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-all, Tag-DSN","Jul 02, 2009 14:17:28","1246544248"
"491","Enhancement","mk_find","mk-find: add --continue-on-error","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_find","Jul 02, 2009 14:13:29","1246544009"
"490","Enhancement","mk_find","mk-find: add --haskey(col), add --hascol","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_find","Jul 02, 2009 14:11:59","1246543919"
"488","Enhancement","mk_duplicate_key_checker","Shorten values printed in mk-duplicate-key-checker::print_key_summary()","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_duplicate_key_checker","Jul 02, 2009 14:06:04","1246543564"
"487","Enhancement","mk_fifo_split","mk-fifo-split: print %complete and ETA","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split, Tag-progress","Jul 02, 2009 14:02:22","1246543342"
"486","Enhancement","mk_fifo_split","mk-fifo-split: make progress messages the default","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_fifo_split, Tag-progress","Jul 02, 2009 13:59:46","1246543186"
"482","Enhancement","mk_fifo_split","mk-fifo-split: print out $INPUT_LINE_NUMBER on exit (including exit by CTRL-C)","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:54:12","1246542852"
"481","Enhancement","mk_fifo_split","mk-fifo-split: add limit arguments so you can read a splice out of the middle","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:52:50","1246542770"
"480","Enhancement","mk_fifo_split","mk-fifo-split: support binmode","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:52:07","1246542727"
"472","Enhancement","mk_query_digest","EventTimeLine needs explicit attribs but attribs are auto-detected now","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Module-EventTimeline.pm, Tag-timeline","Jun 30, 2009 20:13:46","1246392826"
"463","Enhancement","mk_query_digest","Make mk-query-digest rewrite more kinds of long queries","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_query_digest, Module-QueryRewriter.pm, Tag-queryrewriting","Jun 23, 2009 08:46:51","1245746811"
"461","Enhancement","mk_archiver","Add partition support to mk-archiver for re-partitioning","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_archiver, Tag-schema, Tag-partitioning","Jun 18, 2009 07:18:52","1245309532"
"454","Enhancement","mk_query_digest","Generate a list of tables and columns that a query accesses","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Tag-sqlparsing","Jun 08, 2009 17:58:32","1244483912"
"443","Enhancement","mk_schema_advisor","Make mk-schema-advisor alert when column matching (updat|insert|delet|creat)ed is not TIMESTAMP","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor","Jun 03, 2009 19:05:13","1244055913"
"439","Enhancement","mk_visual_explain","Make visual-explain tell which columns are used in the index","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_visual_explain, Tag-sqlparsing","Jun 03, 2009 15:38:53","1244043533"
"438","Task","new","Create mk-schema-sync","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, Tag-schema, WishList","Jun 03, 2009 15:28:34","1244042914"
